Date,시가,고가,저가,종가,수정종가
2003-12-01,1197.300048828125,1203.5,1195.0,1198.4000244140625,1198.4000244140625
2003-12-02,1198.0999755859375,1198.5,1186.199951171875,1195.0,1195.0
2003-12-03,1195.0,1198.4000244140625,1192.5,1192.5,1192.5
2003-12-04,1192.5999755859375,1197.9000244140625,1174.800048828125,1190.0999755859375,1190.0999755859375
2003-12-05,1189.4000244140625,1193.800048828125,1178.5999755859375,1184.699951171875,1184.699951171875
2003-12-08,1185.9000244140625,1187.800048828125,1173.0,1185.5999755859375,1185.5999755859375
2003-12-09,1185.800048828125,1188.0999755859375,1172.0999755859375,1182.699951171875,1182.699951171875
2003-12-10,1182.5,1186.4000244140625,1172.300048828125,1176.4000244140625,1176.4000244140625
2003-12-11,1176.300048828125,1189.699951171875,1168.800048828125,1169.9000244140625,1169.9000244140625
2003-12-12,1169.5999755859375,1185.5999755859375,1169.300048828125,1173.199951171875,1173.199951171875
2003-12-15,1194.199951171875,1194.800048828125,1169.0999755859375,1179.9000244140625,1179.9000244140625
2003-12-16,1179.9000244140625,1190.199951171875,1176.4000244140625,1179.800048828125,1179.800048828125
2003-12-17,1180.199951171875,1190.300048828125,1175.5999755859375,1187.0,1187.0
2003-12-18,1187.0999755859375,1189.5,1177.4000244140625,1183.800048828125,1183.800048828125
2003-12-19,1183.9000244140625,1194.0,1178.199951171875,1192.800048828125,1192.800048828125
2003-12-22,1195.5,1196.199951171875,1180.4000244140625,1195.5,1195.5
2003-12-23,1195.5,1197.5,1168.0999755859375,1195.4000244140625,1195.4000244140625
2003-12-24,1195.199951171875,1201.300048828125,1194.699951171875,1200.5,1200.5
2003-12-25,1199.699951171875,1201.0,1197.199951171875,1199.300048828125,1199.300048828125
2003-12-26,1199.4000244140625,1201.199951171875,1197.300048828125,1200.699951171875,1200.699951171875
2003-12-29,1200.5,1200.9000244140625,1184.9000244140625,1186.0999755859375,1186.0999755859375
2003-12-30,1185.9000244140625,1198.300048828125,1184.300048828125,1194.800048828125,1194.800048828125
2003-12-31,1194.9000244140625,1198.300048828125,1189.9000244140625,1189.9000244140625,1189.9000244140625
2004-01-01,1191.5,1192.5999755859375,1181.5,1181.5999755859375,1181.5999755859375
2004-01-02,1181.699951171875,1195.800048828125,1180.4000244140625,1195.800048828125,1195.800048828125
2004-01-05,1190.4000244140625,1193.800048828125,1178.5999755859375,1178.9000244140625,1178.9000244140625
2004-01-06,1179.0,1189.699951171875,1172.699951171875,1189.4000244140625,1189.4000244140625
2004-01-07,1189.300048828125,1191.5,1173.300048828125,1176.800048828125,1176.800048828125
2004-01-08,1177.199951171875,1183.199951171875,1169.0999755859375,1171.0,1171.0
2004-01-09,1170.9000244140625,1186.0,1157.699951171875,1181.300048828125,1181.300048828125
2004-01-12,1182.199951171875,1183.9000244140625,1161.699951171875,1168.800048828125,1168.800048828125
2004-01-13,1168.5,1181.300048828125,1166.199951171875,1175.300048828125,1175.300048828125
2004-01-14,1175.699951171875,1195.0999755859375,1156.0,1175.199951171875,1175.199951171875
2004-01-15,1175.5,1186.9000244140625,1172.5,1174.5,1174.5
2004-01-16,1174.4000244140625,1189.9000244140625,1173.199951171875,1186.699951171875,1186.699951171875
2004-01-19,1187.5999755859375,1189.5999755859375,1171.9000244140625,1187.5,1187.5
2004-01-20,1187.699951171875,1188.9000244140625,1174.800048828125,1176.699951171875,1176.699951171875
2004-01-21,1177.199951171875,1189.4000244140625,1175.0999755859375,1184.199951171875,1184.199951171875
2004-01-22,1184.300048828125,1189.9000244140625,1174.5,1187.699951171875,1187.699951171875
2004-01-23,1187.699951171875,1188.800048828125,1171.4000244140625,1175.199951171875,1175.199951171875
2004-01-26,1187.0999755859375,1188.0999755859375,1167.5999755859375,1174.5,1174.5
